"p","U:0","U:1","U:2","CH2","CH2NHNH2","CH2NNH2","CH2O","CH3","CH3NHNH","CH3NHNH2","CH3NHNH2L","CH3NN","CH3NNH","CH3NNH2","CH3O","CH3ONO2","CH4","CN","CO","CO2","H","H2","H2O","HCN","HCO","HNC","HNCO","HNO","HNO3","HO2","HONO","N","N2","N2H2","N2O","NCO","NH","NH2","NH3","NNH","NO","NO2","O","OH","PaSR::kappa","T","Yp_CH2","Yp_CH2NHNH2","Yp_CH2NNH2","Yp_CH2O","Yp_CH3","Yp_CH3NHNH","Yp_CH3NHNH2","Yp_CH3NHNH2L","Yp_CH3NN","Yp_CH3NNH","Yp_CH3NNH2","Yp_CH3O","Yp_CH3ONO2","Yp_CH4","Yp_CN","Yp_CO","Yp_CO2","Yp_H","Yp_H2","Yp_H2O","Yp_HCN","Yp_HCO","Yp_HNC","Yp_HNCO","Yp_HNO","Yp_HNO3","Yp_HO2","Yp_HONO","Yp_N","Yp_N2","Yp_N2H2","Yp_N2O","Yp_NCO","Yp_NH","Yp_NH2","Yp_NH3","Yp_NNH","Yp_NO","Yp_NO2","Yp_O","Yp_OH","Ypsum_Liquid","Ypsum_Vapor","Ysum","alphaLiquid","alphaSgs","alphaVapor","alphaVaporSmooth","cellLevel","cellMask_Liquid","cellMask_Vapor","coeffC_MMHEvap","coeffV_MMHEvap","dQ","diffErr_Liquid","diffErr_Vapor","divComp","divPhaseChange","evap_mask","kappaI","mask_LiquidReaction","mask_MMHEvap","muAll","muSgs","omega_LiquidReaction","omega_MMHEvap","overlap","p_rgh","p_vap_MMHEvap","phaseArea","refinementField","rho","rhoAlpha_Liquid","rhoAlpha_Vapor","sigma","xL_MMHEvap","x_MMHEvap","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1e+05,0,0.10063,5.1739,1.9081e-18,9.5813e-10,3.6561e-11,2.9481e-09,1.8555e-12,2.7369e-11,4.6115e-14,0,3.7413e-12,1.0501e-11,3.1294e-15,1.2941e-17,7.555e-29,5.6179e-11,5.9082e-22,1.0517e-08,4.9307e-09,6.5843e-14,2.217e-11,2.0338e-08,9.0933e-15,1.1988e-14,2.3186e-17,3.3093e-13,2.1057e-13,3.3076e-17,9.3242e-09,1.3271e-14,1.5466e-12,0.00019234,1.8014e-09,0.99972,7.1271e-14,1.2344e-13,2.669e-14,1.3247e-12,6.773e-16,2.0734e-09,1.4864e-10,8.5936e-05,7.9965e-09,0.99997,1199.2,1.9081e-18,9.5813e-10,3.6561e-11,2.9481e-09,1.8555e-12,2.7369e-11,4.6115e-14,0,3.7413e-12,1.0501e-11,3.1294e-15,1.2941e-17,7.555e-29,5.6179e-11,5.9082e-22,1.0517e-08,4.9307e-09,6.5843e-14,2.217e-11,2.0338e-08,9.0933e-15,1.1988e-14,2.3186e-17,3.3093e-13,2.1057e-13,3.3076e-17,9.3242e-09,1.3271e-14,1.5466e-12,0.00019234,1.8014e-09,0.99972,7.1271e-14,1.2344e-13,2.669e-14,1.3247e-12,6.773e-16,2.0734e-09,1.4864e-10,8.5936e-05,7.9965e-09,0,1,1,0,7.6665e-09,1,1,0,0,1,0,0,-3.1419e-07,0,-7.748e-10,20.053,0.18753,1,0,0,0,4.8339e-05,7.6665e-09,0,0,0,4.7747,8.21e+06,0,0.0031315,0.44134,0,0.44134,0,0,4.403e-14,1,0.0084,0,0.0084,0.005
1e+05,0,0.083935,5.1417,1.6421e-19,3.1176e-10,1.2634e-11,9.7157e-10,4.3335e-13,6.4633e-12,5.3775e-15,0,7.0192e-13,1.962e-12,3.6497e-16,1.1033e-18,2.573e-30,1.5275e-11,7.0898e-23,3.9835e-09,2.0269e-09,1.9324e-14,5.4795e-12,7.5668e-09,2.8695e-15,1.4798e-15,7.3216e-18,1.2103e-13,7.6892e-14,4.9622e-18,3.3876e-09,2.3894e-15,6.3637e-13,0.00023227,6.2175e-10,0.99968,2.8827e-14,3.5859e-14,8.6902e-15,4.3058e-13,2.3345e-16,8.466e-10,5.9055e-11,8.6529e-05,2.9706e-09,0.99998,1199.2,1.6421e-19,3.1176e-10,1.2634e-11,9.7157e-10,4.3335e-13,6.4633e-12,5.3775e-15,0,7.0192e-13,1.962e-12,3.6497e-16,1.1033e-18,2.573e-30,1.5275e-11,7.0898e-23,3.9835e-09,2.0269e-09,1.9324e-14,5.4795e-12,7.5668e-09,2.8695e-15,1.4798e-15,7.3216e-18,1.2103e-13,7.6892e-14,4.9622e-18,3.3876e-09,2.3894e-15,6.3637e-13,0.00023227,6.2175e-10,0.99968,2.8827e-14,3.5859e-14,8.6902e-15,4.3058e-13,2.3345e-16,8.466e-10,5.9055e-11,8.6529e-05,2.9706e-09,0,1,1,0,8.5676e-09,1,1,0,0,1,0,0,-3.1396e-07,0,-1.0521e-09,17.739,0.18734,1,0,0,0,4.8338e-05,8.5676e-09,0,0,0,4.7471,8.21e+06,0,0.0096793,0.44135,0,0.44135,0,0,5.1342e-15,1,0.0085,0,0.0085,0.005
1e+05,0,0.068397,5.096,1.394e-20,9.9981e-11,4.2913e-12,3.1466e-10,1.0176e-13,1.5029e-12,6.1666e-16,0,1.3e-13,3.5979e-13,4.1902e-17,9.3243e-20,8.639e-32,4.086e-12,8.2283e-24,1.4943e-09,8.2159e-10,5.8005e-15,1.3217e-12,2.7859e-09,8.9507e-16,1.7728e-16,2.2822e-18,4.3894e-14,2.7826e-14,7.3032e-19,1.2149e-09,4.2046e-16,2.5983e-13,0.00030726,2.117e-10,0.9996,1.1488e-14,1.0604e-14,2.8034e-15,1.3806e-13,7.9368e-17,3.4255e-10,2.3358e-11,8.7629e-05,1.091e-09,0.99998,1199.1,1.394e-20,9.9981e-11,4.2913e-12,3.1466e-10,1.0176e-13,1.5029e-12,6.1666e-16,0,1.3e-13,3.5979e-13,4.1902e-17,9.3243e-20,8.639e-32,4.086e-12,8.2283e-24,1.4943e-09,8.2159e-10,5.8005e-15,1.3217e-12,2.7859e-09,8.9507e-16,1.7728e-16,2.2822e-18,4.3894e-14,2.7826e-14,7.3032e-19,1.2149e-09,4.2046e-16,2.5983e-13,0.00030726,2.117e-10,0.9996,1.1488e-14,1.0604e-14,2.8034e-15,1.3806e-13,7.9368e-17,3.4255e-10,2.3358e-11,8.7629e-05,1.091e-09,0,1,1,0,9.9083e-09,1,1,0,0,1,0,0,-3.1349e-07,0,-1.6039e-09,15.795,0.18702,1,0,0,0,4.8335e-05,9.9083e-09,0,0,0,4.777,8.21e+06,0,0.017953,0.44136,0,0.44136,0,0,5.8875e-16,1,0.0086,0,0.0086,0.005
1e+05,0,0.053941,5.0337,1.1685e-21,3.1717e-11,1.4387e-12,1.0057e-10,2.4013e-14,3.4491e-13,6.93e-17,0,2.3777e-14,6.4676e-14,4.7191e-18,7.8516e-21,2.8826e-33,1.0779e-12,9.2663e-25,5.5688e-10,3.2966e-10,1.7747e-15,3.1254e-13,1.0183e-09,2.7676e-16,2.0785e-17,7.0404e-19,1.5827e-14,9.9555e-15,1.0609e-19,4.325e-10,7.2649e-17,1.0636e-13,0.00044478,7.1371e-11,0.99946,4.5292e-15,3.1772e-15,8.9863e-16,4.3784e-14,2.6703e-17,1.3777e-10,9.2236e-12,8.933e-05,3.9746e-10,0.99999,1199,1.1685e-21,3.1717e-11,1.4387e-12,1.0057e-10,2.4013e-14,3.4491e-13,6.93e-17,0,2.3777e-14,6.4676e-14,4.7191e-18,7.8516e-21,2.8826e-33,1.0779e-12,9.2663e-25,5.5688e-10,3.2966e-10,1.7747e-15,3.1254e-13,1.0183e-09,2.7676e-16,2.0785e-17,7.0404e-19,1.5827e-14,9.9555e-15,1.0609e-19,4.325e-10,7.2649e-17,1.0636e-13,0.00044478,7.1371e-11,0.99946,4.5292e-15,3.1772e-15,8.9863e-16,4.3784e-14,2.6703e-17,1.3777e-10,9.2236e-12,8.933e-05,3.9746e-10,0,0.99999,0.99999,0,1.1726e-08,1,1,0,0,1,0,0,-3.1269e-07,0,-2.4564e-09,14.146,0.18652,1,0,0,0,4.8331e-05,1.1726e-08,0,0,0,4.8523,8.21e+06,0,0.027809,0.44138,0,0.44137,0,0,6.6158e-17,1,0.0087,0,0.0087,0.005
1e+05,0,0.040521,4.9515,9.6931e-23,9.9942e-12,4.7823e-13,3.187e-11,5.6962e-15,7.8322e-14,7.6034e-18,0,4.294e-15,1.1381e-14,5.1944e-19,6.6259e-22,9.6502e-35,2.8124e-13,1.0169e-25,2.0692e-10,1.315e-10,5.5227e-16,7.2799e-14,3.7087e-10,8.511e-17,2.4112e-18,2.156e-19,5.6914e-15,3.5225e-15,1.5317e-20,1.5367e-10,1.2383e-17,4.506e-14,0.00069179,2.3922e-11,0.99921,1.7745e-15,9.6146e-16,2.872e-16,1.3775e-14,8.9232e-18,5.5282e-11,3.6485e-12,9.1713e-05,1.4411e-10,0.99999,1198.7,9.6931e-23,9.9942e-12,4.7823e-13,3.187e-11,5.6962e-15,7.8322e-14,7.6034e-18,0,4.294e-15,1.1381e-14,5.1944e-19,6.6259e-22,9.6502e-35,2.8124e-13,1.0169e-25,2.0692e-10,1.315e-10,5.5227e-16,7.2799e-14,3.7087e-10,8.511e-17,2.4112e-18,2.156e-19,5.6914e-15,3.5225e-15,1.5317e-20,1.5367e-10,1.2383e-17,4.506e-14,0.00069179,2.3922e-11,0.99921,1.7745e-15,9.6146e-16,2.872e-16,1.3775e-14,8.9232e-18,5.5282e-11,3.6485e-12,9.1713e-05,1.4411e-10,0,0.99999,0.99999,0,1.4064e-08,1,1,0,0,1,0,0,-3.1141e-07,0,-3.6456e-09,12.75,0.18572,1,0,0,0,4.8324e-05,1.4064e-08,0,0,0,4.9631,8.21e+06,0,0.039504,0.44139,0,0.44139,0,0,7.2577e-18,1,0.0088,0,0.0088,0.005
1.0001e+05,0,0.028123,4.8451,7.9848e-24,3.1429e-12,1.584e-13,1.0063e-11,1.3596e-15,1.7653e-14,8.1107e-19,0,7.6516e-16,1.9577e-15,5.5653e-20,5.6393e-23,3.2748e-36,7.2817e-14,1.0934e-26,7.6971e-11,5.2388e-11,1.7466e-16,1.6794e-14,1.3517e-10,2.6131e-17,2.8128e-19,6.5768e-20,2.0485e-15,1.2349e-15,2.2152e-21,5.4798e-11,2.0917e-18,2.1797e-14,0.0011264,8.0084e-12,0.99876,6.9413e-16,2.9337e-16,9.1837e-17,4.3141e-15,2.9736e-18,2.2222e-11,1.4517e-12,9.4828e-05,5.221e-11,0.99999,1198.4,7.9848e-24,3.1429e-12,1.584e-13,1.0063e-11,1.3596e-15,1.7653e-14,8.1107e-19,0,7.6516e-16,1.9577e-15,5.5653e-20,5.6393e-23,3.2748e-36,7.2817e-14,1.0934e-26,7.6971e-11,5.2388e-11,1.7466e-16,1.6794e-14,1.3517e-10,2.6131e-17,2.8128e-19,6.5768e-20,2.0485e-15,1.2349e-15,2.2152e-21,5.4798e-11,2.0917e-18,2.1797e-14,0.0011264,8.0084e-12,0.99876,6.9413e-16,2.9337e-16,9.1837e-17,4.3141e-15,2.9736e-18,2.2222e-11,1.4517e-12,9.4828e-05,5.221e-11,0,0.99999,0.99999,0,1.6982e-08,1,1,0,0,1,0,0,-3.0943e-07,0,-5.1792e-09,11.605,0.18449,1,0,0,0,4.8314e-05,1.6982e-08,0,0,0,5.1009,8.21e+06,0,0.053364,0.4414,0,0.4414,0,0,7.7403e-19,1,0.0089,0,0.0089,0.005
1.0001e+05,0,0.016779,4.71,6.5706e-25,9.9183e-13,5.2591e-14,3.1849e-12,3.2722e-16,3.9632e-15,8.3792e-20,0,1.344e-16,3.287e-16,5.7815e-21,4.8788e-24,1.1415e-37,1.8784e-14,1.1607e-27,2.8804e-11,2.0959e-11,5.6179e-17,3.8615e-15,4.9547e-11,8.0469e-18,3.3974e-20,2.0068e-20,7.4126e-16,4.3044e-16,3.2404e-22,1.9728e-11,3.5201e-19,1.4691e-14,0.0018736,2.6921e-12,0.99801,2.7259e-16,9.0301e-17,2.9491e-17,1.3505e-15,9.9282e-19,8.9985e-12,5.8417e-13,9.8677e-05,1.8985e-11,0.99999,1197.9,6.5706e-25,9.9183e-13,5.2591e-14,3.1849e-12,3.2722e-16,3.9632e-15,8.3792e-20,0,1.344e-16,3.287e-16,5.7815e-21,4.8788e-24,1.1415e-37,1.8784e-14,1.1607e-27,2.8804e-11,2.0959e-11,5.6179e-17,3.8615e-15,4.9547e-11,8.0469e-18,3.3974e-20,2.0068e-20,7.4126e-16,4.3044e-16,3.2404e-22,1.9728e-11,3.5201e-19,1.4691e-14,0.0018736,2.6921e-12,0.99801,2.7259e-16,9.0301e-17,2.9491e-17,1.3505e-15,9.9282e-19,8.9985e-12,5.8417e-13,9.8677e-05,1.8985e-11,0,0.99998,0.99998,0,2.0565e-08,1,1,0,0,1,0,0,-3.0644e-07,0,-6.9957e-09,10.742,0.18262,1,0,0,0,4.8299e-05,2.0565e-08,0,0,0,5.2584,8.21e+06,0,0.069808,0.4414,0,0.4414,0,0,7.9937e-20,1,0.009,0,0.009,0.005
1.0001e+05,0,0.0065802,4.5406,5.4511e-26,3.1623e-13,1.7624e-14,1.0173e-12,7.9664e-17,8.9029e-16,8.3585e-21,0,2.3244e-17,5.3843e-17,5.8062e-22,4.3334e-25,4.1594e-39,4.8522e-15,1.2302e-28,1.0909e-11,8.4756e-12,1.8431e-17,8.9169e-16,1.8379e-11,2.4998e-18,4.4829e-21,6.1579e-21,2.7113e-16,1.4993e-16,4.8566e-23,7.2204e-12,5.9378e-20,1.5201e-14,0.0031256,9.1458e-13,0.99674,1.0817e-16,2.8122e-17,9.5493e-18,4.2466e-16,3.3396e-19,3.7024e-12,2.3971e-13,0.00010317,6.9676e-12,1,1197.1,5.4511e-26,3.1623e-13,1.7624e-14,1.0173e-12,7.9664e-17,8.9029e-16,8.3585e-21,0,2.3244e-17,5.3843e-17,5.8062e-22,4.3334e-25,4.1594e-39,4.8522e-15,1.2302e-28,1.0909e-11,8.4756e-12,1.8431e-17,8.9169e-16,1.8379e-11,2.4998e-18,4.4829e-21,6.1579e-21,2.7113e-16,1.4993e-16,4.8566e-23,7.2204e-12,5.9378e-20,1.5201e-14,0.0031256,9.1458e-13,0.99674,1.0817e-16,2.8122e-17,9.5493e-18,4.2466e-16,3.3396e-19,3.7024e-12,2.3971e-13,0.00010317,6.9676e-12,0,0.99997,0.99997,0,2.4925e-08,1,1,0,0,1,0,0,-3.0203e-07,0,-8.9212e-09,10.203,0.17988,1,0,0,0,4.8275e-05,2.4925e-08,0,0,0,5.4287,8.21e+06,0,0.089359,0.44136,0,0.44136,0,0,7.9694e-21,1,0.0091,0,0.0091,0.005
1.0001e+05,0,-0.0022967,4.33,4.6192e-27,1.0273e-13,6.0145e-15,3.3077e-13,1.9715e-17,2.0121e-16,8.0367e-22,0,3.9535e-18,8.6087e-18,5.6266e-23,4.0017e-26,1.6235e-40,1.2633e-15,1.322e-29,4.2128e-12,3.4932e-12,6.2002e-18,2.0874e-16,6.9532e-12,7.8914e-19,7.014e-22,1.9132e-21,1.0095e-16,5.2573e-17,7.6e-24,2.7091e-12,1.0117e-20,2.0219e-14,0.0051619,3.1657e-13,0.99469,4.3724e-17,8.914e-18,3.1327e-18,1.35e-16,1.1397e-19,1.5742e-12,1.0182e-13,0.00010812,2.5987e-12,1,1196.1,4.6192e-27,1.0273e-13,6.0145e-15,3.3077e-13,1.9715e-17,2.0121e-16,8.0367e-22,0,3.9535e-18,8.6087e-18,5.6266e-23,4.0017e-26,1.6235e-40,1.2633e-15,1.322e-29,4.2128e-12,3.4932e-12,6.2002e-18,2.0874e-16,6.9532e-12,7.8914e-19,7.014e-22,1.9132e-21,1.0095e-16,5.2573e-17,7.6e-24,2.7091e-12,1.0117e-20,2.0219e-14,0.0051619,3.1657e-13,0.99469,4.3724e-17,8.914e-18,3.1327e-18,1.35e-16,1.1397e-19,1.5742e-12,1.0182e-13,0.00010812,2.5987e-12,0,0.99996,0.99996,0,3.0201e-08,1,1,0,0,1,0,0,-2.9575e-07,0,-1.0657e-08,9.9804,0.17598,1,0,0,0,4.8242e-05,3.0201e-08,0,0,0,5.6052,8.21e+06,0,0.11264,0.44125,0,0.44125,0,0,7.6554e-22,1,0.0092,0,0.0092,0.005
1.0001e+05,0,-0.0096396,4.0703,4.0779e-28,3.4391e-14,2.1151e-15,1.1074e-13,4.9974e-18,4.6098e-17,7.4614e-23,0,6.6157e-19,1.3478e-18,5.2705e-24,3.9143e-27,7.0864e-42,3.3457e-16,1.474e-30,1.6763e-12,1.484e-12,2.1578e-18,5.0164e-17,2.7116e-12,2.5571e-19,1.4e-22,6.0764e-22,3.8623e-17,1.8754e-17,1.2833e-24,1.054e-12,1.761e-21,2.8721e-14,0.0083584,1.1287e-13,0.99148,1.8201e-17,2.9056e-18,1.0479e-18,4.3765e-17,3.9847e-20,7.1857e-13,4.6191e-14,0.00011317,9.9422e-13,1,1194.5,4.0779e-28,3.4391e-14,2.1151e-15,1.1074e-13,4.9974e-18,4.6098e-17,7.4614e-23,0,6.6157e-19,1.3478e-18,5.2705e-24,3.9143e-27,7.0864e-42,3.3457e-16,1.474e-30,1.6763e-12,1.484e-12,2.1578e-18,5.0164e-17,2.7116e-12,2.5571e-19,1.4e-22,6.0764e-22,3.8623e-17,1.8754e-17,1.2833e-24,1.054e-12,1.761e-21,2.8721e-14,0.0083584,1.1287e-13,0.99148,1.8201e-17,2.9056e-18,1.0479e-18,4.3765e-17,3.9847e-20,7.1857e-13,4.6191e-14,0.00011317,9.9422e-13,0,0.99995,0.99995,0,3.6511e-08,1,1,0,0,1,0,0,-2.8713e-07,0,-1.1842e-08,9.9329,0.17064,1,0,0,0,4.8196e-05,3.6511e-08,0,0,0,5.7813,8.21e+06,0,0.14032,0.44101,0,0.44101,0,0,7.0964e-23,1,0.0093,0,0.0093,0.005
1.0001e+05,0,-0.014882,3.752,3.8515e-29,1.2051e-14,7.7921e-16,3.8779e-14,1.3115e-18,1.0808e-17,6.7236e-24,0,1.0913e-19,2.079e-19,4.7963e-25,4.164e-28,3.7275e-43,9.1273e-17,1.7583e-31,6.9741e-13,6.6077e-13,7.8763e-19,1.2578e-17,1.1066e-12,8.6211e-20,3.5694e-23,1.999e-22,1.5386e-17,6.9068e-18,2.4851e-25,4.3232e-13,3.1859e-22,4.0246e-14,0.013166,4.2074e-14,0.98667,7.9232e-18,9.8915e-19,3.606e-19,1.4635e-17,1.4471e-20,3.7994e-13,2.3811e-14,0.00011786,3.9521e-13,1,1192.5,3.8515e-29,1.2051e-14,7.7921e-16,3.8779e-14,1.3115e-18,1.0808e-17,6.7236e-24,0,1.0913e-19,2.079e-19,4.7963e-25,4.164e-28,3.7275e-43,9.1273e-17,1.7583e-31,6.9741e-13,6.6077e-13,7.8763e-19,1.2578e-17,1.1066e-12,8.6211e-20,3.5694e-23,1.999e-22,1.5386e-17,6.9068e-18,2.4851e-25,4.3232e-13,3.1859e-22,4.0246e-14,0.013166,4.2074e-14,0.98667,7.9232e-18,9.8915e-19,3.606e-19,1.4635e-17,1.4471e-20,3.7994e-13,2.3811e-14,0.00011786,3.9521e-13,0,0.99995,0.99995,0,4.4126e-08,1,1,0,0,1,0,0,-2.7582e-07,0,-1.2175e-08,9.669,0.16363,1,0,0,0,4.8134e-05,4.4126e-08,0,0,0,5.9504,8.21e+06,0,0.17314,0.44056,0,0.44056,0,0,6.3797e-24,1,0.0094,0,0.0094,0.005
1.0001e+05,0,-0.018573,3.364,4.0363e-30,4.5222e-15,3.0823e-16,1.4536e-14,3.6176e-19,2.6244e-18,5.9343e-25,0,1.782e-20,3.1893e-20,4.2786e-26,5.0206e-29,2.6625e-44,2.6089e-17,2.3412e-32,3.1056e-13,3.1682e-13,3.0824e-19,3.361e-18,4.8373e-13,3.0807e-20,1.1032e-23,6.9373e-23,6.5015e-18,2.6838e-18,6.1116e-26,1.9218e-13,6.1772e-23,5.4113e-14,0.020028,1.6774e-14,0.97981,3.6941e-18,3.6022e-19,1.2926e-19,5.1269e-18,5.578e-21,2.5524e-13,1.5152e-14,0.00012165,1.6641e-13,1,1189.9,4.0363e-30,4.5222e-15,3.0823e-16,1.4536e-14,3.6176e-19,2.6244e-18,5.9343e-25,0,1.782e-20,3.1893e-20,4.2786e-26,5.0206e-29,2.6625e-44,2.6089e-17,2.3412e-32,3.1056e-13,3.1682e-13,3.0824e-19,3.361e-18,4.8373e-13,3.0807e-20,1.1032e-23,6.9373e-23,6.5015e-18,2.6838e-18,6.1116e-26,1.9218e-13,6.1772e-23,5.4113e-14,0.020028,1.6774e-14,0.97981,3.6941e-18,3.6022e-19,1.2926e-19,5.1269e-18,5.578e-21,2.5524e-13,1.5152e-14,0.00012165,1.6641e-13,0,0.99996,0.99996,0,5.3002e-08,1,1,0,0,1,0,0,-2.6175e-07,0,-1.1377e-08,8.401,0.15495,1,-1.8609e-05,0,0,4.8054e-05,5.3002e-08,0,0,0,6.1043,8.21e+06,0,0.21216,0.43982,0,0.43982,0,0,5.6117e-25,1,0.0095,0,0.0095,0.005
1.0001e+05,0,-0.015344,2.7378,2.8015e-31,1.4955e-15,1.1049e-16,4.8077e-15,7.4798e-20,4.4195e-19,2.5959e-26,0,1.6582e-21,2.7903e-21,1.8971e-27,4.4222e-30,1.4013e-45,5.6433e-18,2.2521e-33,1.2924e-13,1.4835e-13,1.0794e-19,6.8998e-19,1.9654e-13,9.1909e-21,3.0547e-24,1.9741e-23,2.4355e-18,9.0172e-19,1.6864e-26,8.3079e-14,9.0442e-24,7.3652e-14,0.032479,6.0003e-15,0.96739,1.6323e-18,1.1458e-19,3.7085e-20,1.4456e-18,1.8839e-21,2.1916e-13,1.2036e-14,0.00012448,6.2389e-14,1,1185.5,2.8015e-31,1.4955e-15,1.1049e-16,4.8077e-15,7.4798e-20,4.4195e-19,2.5959e-26,0,1.6582e-21,2.7903e-21,1.8971e-27,4.4222e-30,1.4013e-45,5.6433e-18,2.2521e-33,1.2924e-13,1.4835e-13,1.0794e-19,6.8998e-19,1.9654e-13,9.1909e-21,3.0547e-24,1.9741e-23,2.4355e-18,9.0172e-19,1.6864e-26,8.3079e-14,9.0442e-24,7.3652e-14,0.032479,6.0003e-15,0.96739,1.6323e-18,1.1458e-19,3.7085e-20,1.4456e-18,1.8839e-21,2.1916e-13,1.2036e-14,0.00012448,6.2389e-14,0,0.99999,0.99999,0,6.826e-08,1,1,0,0,1,0,0,-2.3974e-07,0,-8.0739e-09,3.1761,0.1414,1,4.3554e-05,0,0,4.7923e-05,6.826e-08,0,0,0,6.2821,8.21e+06,0,0.27555,0.43834,0,0.43834,0,0,2.4409e-26,1,0.0096,0,0.0096,0.005
1.0001e+05,0,-0.014386,2.473,9.6733e-32,1.0467e-15,8.0079e-17,3.3739e-15,4.2001e-20,2.2345e-19,5.9935e-27,0,6.0864e-22,9.9817e-22,4.4209e-28,1.7986e-30,0,3.228e-18,9.3906e-34,9.9008e-14,1.1934e-13,7.7419e-20,3.8977e-19,1.491e-13,6.049e-21,2.0198e-24,1.2739e-23,1.7607e-18,6.3306e-19,1.1865e-26,6.5839e-14,4.6613e-24,7.9941e-14,0.037391,4.3319e-15,0.96249,1.2741e-18,7.9391e-20,2.375e-20,9.2272e-19,1.3296e-21,2.1876e-13,1.1753e-14,0.00012485,4.5547e-14,1,1184,9.6733e-32,1.0467e-15,8.0079e-17,3.3739e-15,4.2001e-20,2.2345e-19,5.9935e-27,0,6.0864e-22,9.9817e-22,4.4209e-28,1.7986e-30,0,3.228e-18,9.3906e-34,9.9008e-14,1.1934e-13,7.7419e-20,3.8977e-19,1.491e-13,6.049e-21,2.0198e-24,1.2739e-23,1.7607e-18,6.3306e-19,1.1865e-26,6.5839e-14,4.6613e-24,7.9941e-14,0.037391,4.3319e-15,0.96249,1.2741e-18,7.9391e-20,2.375e-20,9.2272e-19,1.3296e-21,2.1876e-13,1.1753e-14,0.00012485,4.5547e-14,0,1,1,0,6.6936e-08,1,1,0.33332,0,1,0,0,-1.6709e-07,0,-9.4791e-09,-0.74741,0.13675,1,8.8875e-05,0,0,4.7876e-05,6.6936e-08,0,0,0,6.3207,8.21e+06,0,0.24041,0.43771,0,0.43771,0,0,5.609e-27,1,0.0097,0,0.0097,0.005
1.0001e+05,0,-0.012518,1.6842,1.4901e-32,6.1016e-16,5.1073e-17,2.0017e-15,1.2481e-20,4.6843e-20,2.2675e-28,0,5.824e-23,9.3364e-23,1.6981e-29,4.229e-31,0,1.0024e-18,2.2503e-34,6.8879e-14,9.3519e-14,4.7247e-20,1.264e-19,1.0165e-13,2.7412e-21,1.0516e-24,5.4645e-24,1.0045e-18,3.4932e-19,7.8724e-27,5.4278e-14,1.7411e-24,9.4372e-14,0.052311,2.6798e-15,0.94762,9.1117e-19,4.4858e-20,9.3546e-21,3.6511e-19,7.7441e-22,2.3519e-13,1.2348e-14,0.00012412,2.7469e-14,1,1179.3,1.4901e-32,6.1016e-16,5.1073e-17,2.0017e-15,1.2481e-20,4.6843e-20,2.2675e-28,0,5.824e-23,9.3364e-23,1.6981e-29,4.229e-31,0,1.0024e-18,2.2503e-34,6.8879e-14,9.3519e-14,4.7247e-20,1.264e-19,1.0165e-13,2.7412e-21,1.0516e-24,5.4645e-24,1.0045e-18,3.4932e-19,7.8724e-27,5.4278e-14,1.7411e-24,9.4372e-14,0.052311,2.6798e-15,0.94762,9.1117e-19,4.4858e-20,9.3546e-21,3.6511e-19,7.7441e-22,2.3519e-13,1.2348e-14,0.00012412,2.7469e-14,0,1.0001,1.0001,0,5.6656e-08,1,1,1,0,1,0,0,-2.6327e-08,0,1.9633e-09,-16.491,0.12357,1,-1.9007e-05,0,0,4.7736e-05,5.6656e-08,0,0,0,6.4462,8.21e+06,0,0.17064,0.4358,0,0.4358,0,0,2.1041e-28,1,0.0098,0,0.0098,0.005
1.0001e+05,0,-0.0064906,0.93487,7.8086e-33,5.9422e-16,5.182e-17,1.9773e-15,7.291e-21,1.709e-20,1.5194e-29,0,9.098e-24,1.4667e-23,1.147e-30,2.9043e-31,0,6.0519e-19,1.6412e-34,6.9013e-14,9.8702e-14,4.6148e-20,8.7824e-20,1.0149e-13,2.1638e-21,9.6433e-25,4.1378e-24,8.8419e-19,3.0665e-19,8.1442e-27,6.4049e-14,1.5302e-24,1.0104e-13,0.062734,2.6262e-15,0.93724,9.1515e-19,4.2034e-20,6.2652e-21,2.4714e-19,7.3107e-22,2.4923e-13,1.3173e-14,0.00012264,2.5295e-14,1,1176.4,7.8086e-33,5.9422e-16,5.182e-17,1.9773e-15,7.291e-21,1.709e-20,1.5194e-29,0,9.098e-24,1.4667e-23,1.147e-30,2.9043e-31,0,6.0519e-19,1.6412e-34,6.9013e-14,9.8702e-14,4.6148e-20,8.7824e-20,1.0149e-13,2.1638e-21,9.6433e-25,4.1378e-24,8.8419e-19,3.0665e-19,8.1442e-27,6.4049e-14,1.5302e-24,1.0104e-13,0.062734,2.6262e-15,0.93724,9.1515e-19,4.2034e-20,6.2652e-21,2.4714e-19,7.3107e-22,2.4923e-13,1.3173e-14,0.00012264,2.5295e-14,0,1.0001,1.0001,0,6.3002e-08,1,1,1,0,1,0,0,-2.4725e-08,0,1.6689e-08,-37.123,0.11576,1,8.6657e-05,0,0,4.7647e-05,6.3002e-08,0,0,0,6.5096,8.21e+06,0,0.21118,0.43438,0,0.43438,0,0,1.4014e-29,1,0.0099,0,0.0099,0.005
