"p","U:0","U:1","U:2","CH2","CH2NHNH2","CH2NNH2","CH2O","CH3","CH3NHNH","CH3NHNH2","CH3NHNH2L","CH3NN","CH3NNH","CH3NNH2","CH3O","CH3ONO2","CH4","CN","CO","CO2","H","H2","H2O","HCN","HCO","HNC","HNCO","HNO","HNO3","HO2","HONO","N","N2","N2H2","N2O","NCO","NH","NH2","NH3","NNH","NO","NO2","O","OH","PaSR::kappa","T","Yp_CH2","Yp_CH2NHNH2","Yp_CH2NNH2","Yp_CH2O","Yp_CH3","Yp_CH3NHNH","Yp_CH3NHNH2","Yp_CH3NHNH2L","Yp_CH3NN","Yp_CH3NNH","Yp_CH3NNH2","Yp_CH3O","Yp_CH3ONO2","Yp_CH4","Yp_CN","Yp_CO","Yp_CO2","Yp_H","Yp_H2","Yp_H2O","Yp_HCN","Yp_HCO","Yp_HNC","Yp_HNCO","Yp_HNO","Yp_HNO3","Yp_HO2","Yp_HONO","Yp_N","Yp_N2","Yp_N2H2","Yp_N2O","Yp_NCO","Yp_NH","Yp_NH2","Yp_NH3","Yp_NNH","Yp_NO","Yp_NO2","Yp_O","Yp_OH","Ypsum_Liquid","Ypsum_Vapor","Ysum","alphaLiquid","alphaSgs","alphaVapor","alphaVaporSmooth","cellLevel","cellMask_Liquid","cellMask_Vapor","coeffC_MMHEvap","coeffV_MMHEvap","dQ","diffErr_Liquid","diffErr_Vapor","divComp","divPhaseChange","evap_mask","kappaI","mask_LiquidReaction","mask_MMHEvap","muAll","muSgs","omega_LiquidReaction","omega_MMHEvap","overlap","p_rgh","p_vap_MMHEvap","phaseArea","refinementField","rho","rhoAlpha_Liquid","rhoAlpha_Vapor","sigma","xL_MMHEvap","x_MMHEvap","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.0003e+05,-5.3441e-07,-0.0088202,-0.05761,0,0,0,0,0,0,0,0.99991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299.98,0,0,0,0,0,0,0,0.99991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99991,0,0.99991,1,1.8481e-06,1.6744e-06,0.000441,0.75,1,0,0,0,0,-3.4048e-08,0,-15.308,0,1,-862.69,0,0,0.00079969,1.8481e-06,0,0,0,72.599,7404.1,0,0.00095533,870,870,0,0.033152,1,0.074019,1,0.0041,0,0.0041,0.005
1.0004e+05,-8.891e-08,-0.0054471,-0.061526,0,0,0,0,0,0,0,0.99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,0.99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999,0,0.99999,1,1.2038e-06,1.5264e-09,3.6228e-07,0.33333,1,0,0,0,0,-2.5269e-09,0,37.056,0,1,-709.5,0,0,0.00079958,1.2038e-06,0,0,0,79.81,7410.2,0,0.00042184,870,870,0,0.033151,1,0.074075,1,0.0042,0,0.0042,0.005
1.0004e+05,0,-0.0035781,-0.061243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.918e-07,5.2131e-12,1.2771e-09,0,1,0,0,0,0,-3.3259e-10,0,69.696,0,1,-5000.8,0,0,0.00079958,7.918e-07,0,0,0,85.472,7410.4,0,0.00020923,870,870,0,0.033151,1,0.074073,1,0.0043,0,0.0043,0.005
1.0005e+05,0,-0.0026469,-0.060343,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.7465e-07,8.2351e-14,1.1468e-12,0,1,0,0,0,0,-9.1491e-11,0,90.553,0,1,-4422.4,0,0,0.00079959,5.7465e-07,0,0,0,89.64,7410.4,0,2.7578e-05,870,870,0,0.033151,1,0.07407,1,0.0044,0,0.0044,0.005
1.0005e+05,0,-0.001809,-0.059741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.7757e-07,3.0392e-14,0,0,1,0,0,0,0,-5.2938e-11,0,105.23,0,1,-261.84,0,0,0.00079959,4.7757e-07,0,0,0,92.56,7410.4,0,1.1598e-05,870,870,0,0.033151,1,0.074068,1,0.0045,0,0.0045,0.005
1.0005e+05,0,-0.0010607,-0.059163,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.2752e-07,1.0908e-14,0,0,1,0,0,0,0,-4.0366e-11,0,115.28,0,1,-0.25797,0,0,0.00079959,4.2752e-07,0,0,0,94.317,7410.4,0,5.7131e-06,870,870,0,0.033151,1,0.074067,1,0.0046,0,0.0046,0.005
1.0005e+05,0,-0.00050825,-0.058558,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.3941e-07,8.521e-15,0,0,1,0,0,0,0,-2.5368e-11,0,121.43,0,1,-4.1196e-09,0,0,0.00079959,3.3941e-07,0,0,0,94.982,7410.4,0,1.4696e-06,870,870,0,0.033151,1,0.074067,1,0.0047,0,0.0047,0.005
1.0005e+05,0,-0.00020138,-0.058042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.3106e-07,1.0297e-14,1.9031e-21,0,1,0,0,0,0,-1.4947e-11,0,124.11,0,1,-0.00059255,0,0,0.00079959,2.3106e-07,0,0,0,94.695,7410.4,0,1.3248e-07,870,870,0,0.033151,1,0.074067,1,0.0048,0,0.0048,0.005
1.0005e+05,0,-7.0488e-05,-0.057712,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.2469e-07,8.2712e-15,8.3296e-21,0,1,0,0,0,0,-1.2988e-11,0,123.72,0,1,-0.0012855,0,0,0.00079959,1.2469e-07,0,0,0,93.612,7410.4,0,1.3495e-07,870,870,0,0.033151,1,0.074068,1,0.0049,0,0.0049,0.005
1.0005e+05,0,-2.4642e-05,-0.057599,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7.3124e-08,8.5487e-15,1.2901e-20,0,1,0,0,0,0,-1.3536e-11,0,120.46,0,1,-0.0013918,0,0,0.00079959,7.3124e-08,0,0,0,91.908,7410.4,0,3.4971e-07,870,870,0,0.033151,1,0.074069,1,0.005,0,0.005,0.005
1.0005e+05,0,2.4192e-05,-0.057716,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1.2432e-07,1.0714e-14,6.8479e-21,0,1,0,0,0,0,-1.402e-11,0,114.95,0,1,-0.0012261,0,0,0.00079959,1.2432e-07,0,0,0,89.864,7410.4,0,6.6674e-07,870,870,0,0.033151,1,0.074071,1,0.0051,0,0.0051,0.005
1.0005e+05,0,0.00015655,-0.058054,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2.3102e-07,7.1609e-15,3.7335e-22,0,1,0,0,0,0,-1.6393e-11,0,107.66,0,1,-0.00052726,0,0,0.00079959,2.3102e-07,0,0,0,87.72,7410.4,0,6.7541e-07,870,870,0,0.033151,1,0.074072,1,0.0052,0,0.0052,0.005
1.0004e+05,0,0.00045789,-0.058577,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3.3671e-07,1.0963e-14,0,0,1,0,0,0,0,-2.6692e-11,0,98.278,0,1,-4.7369e-09,0,0,0.00079959,3.3671e-07,0,0,0,85.629,7410.4,0,5.6272e-06,870,870,0,0.033151,1,0.074074,1,0.0053,0,0.0053,0.005
1.0004e+05,0,0.0009959,-0.059189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.227e-07,1.8457e-14,0,0,1,0,0,0,0,-4.1724e-11,0,86.25,0,1,-0.342,0,0,0.00079959,4.227e-07,0,0,0,83.798,7410.4,0,2.1403e-05,870,870,0,0.033151,1,0.074075,1,0.0054,0,0.0054,0.005
1.0004e+05,0,0.0017118,-0.059783,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,4.7045e-07,3.8913e-14,0,0,1,0,0,0,0,-5.412e-11,0,70.747,0,1,-286.47,0,0,0.00079959,4.7045e-07,0,0,0,82.393,7410.4,0,3.8589e-05,870,870,0,0.033151,1,0.074075,1,0.0055,0,0.0055,0.005
1.0004e+05,0,0.0025206,-0.060407,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,5.7051e-07,8.7597e-14,1.5204e-12,0,1,0,0,0,0,-9.4697e-11,0,51.094,0,1,-4460.9,0,0,0.00079959,5.7051e-07,0,0,0,81.639,7410.4,0,5.2469e-05,870,870,0,0.033151,1,0.074076,1,0.0056,0,0.0056,0.005
1.0004e+05,0,0.0035952,-0.061815,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,8.6779e-07,6.7288e-12,2.5412e-09,0,1,0,0,0,0,-5.1747e-10,0,22.047,0,1,-2874.2,0,0,0.00079958,8.6779e-07,0,0,0,82.168,7410.3,0,0.00048885,870,870,0,0.033151,1,0.074074,1,0.0057,0,0.0057,0.005
1.0004e+05,0,0.0046902,-0.061853,0,0,0,0,0,0,0,0.99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300,0,0,0,0,0,0,0,0.99999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99999,0,0.99999,1,1.1025e-06,9.5221e-10,2.3795e-07,0.39973,1,0,0,0,0,-1.7987e-09,0,10.545,0,1,-1044.4,0,0,0.00079958,1.1025e-06,0,0,0,83.099,7410.2,0,0.00074868,870,870,0,0.033151,1,0.074072,1,0.0058,0,0.0058,0.005
1.0004e+05,0,0.0084236,-0.05912,0,0,0,0,0,0,0,0.99993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,299.99,0,0,0,0,0,0,0,0.99993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99993,0,0.99993,1,1.7508e-06,8.3192e-07,0.00022828,1.2222,1,0,0,0,0,-1.9553e-08,0,2.46,0,1,-676.3,0,0,0.00079965,1.7508e-06,0,0,0,87.006,7406.1,0,0.0020541,870,870,0,0.033152,1,0.074029,1,0.0059,0,0.0059,0.005
1.0004e+05,0,0.017115,-0.017908,3.2818e-12,4.2759e-08,6.3701e-10,1.7878e-08,1.9823e-12,2.0237e-08,0.00063011,0.98548,1.309e-11,1.7665e-07,6.1475e-08,1.3806e-11,4.6748e-13,4.5847e-08,2.189e-19,2.3012e-08,6.3912e-09,1.4401e-15,1.3717e-09,1.7972e-07,2.2138e-12,1.2106e-14,8.7279e-16,2.9472e-11,6.5687e-11,1.4513e-16,8.2327e-10,1.4757e-09,2.2708e-12,0.00012275,4.6553e-08,0.00096168,1.2297e-15,4.178e-15,4.3131e-12,5.3934e-10,5.6706e-19,4.2508e-09,1.3872e-10,2.1244e-17,1.2007e-15,1,301.84,1.8455e-09,2.3929e-05,3.5641e-07,1.0007e-05,1.1253e-09,1.1329e-05,0.35372,0.98723,7.3831e-09,9.8846e-05,3.4413e-05,7.7398e-09,2.608e-10,2.566e-05,1.235e-16,1.289e-05,3.5791e-06,8.9284e-13,7.6743e-07,0.00010058,1.2369e-09,6.7897e-12,4.8802e-13,1.6481e-08,3.6796e-08,8.1268e-14,4.6249e-07,8.2498e-07,1.2772e-09,0.068974,2.6052e-05,0.53866,6.9542e-13,2.3838e-12,2.4066e-09,3.0166e-07,1.8982e-16,2.3821e-06,7.7789e-08,1.191e-14,6.7949e-13,0.98723,0.96171,0.9872,0.64675,4.1143e-06,0.35325,0.39362,2,1,1,0,0,4.9154e-11,-6.2039e-06,-1.7356e-06,-2.9242,-3.4231e-06,1,-992.76,0,0.75,0.00050874,4.1143e-06,0,0,0,66.216,8173.6,9569.7,397.57,563.27,562.67,0.60238,0.032962,1,0.34284,1,0.006,0,0.006,0.005
1e+05,-7.6767e-05,-0.025087,0.8839,2.768e-09,3.2346e-05,5.2491e-07,1.2325e-05,1.6077e-09,1.4065e-05,0.31066,0,9.3222e-09,0.00013876,4.0396e-05,5.5819e-09,1.5507e-10,3.5034e-05,1.4191e-16,1.4457e-05,4.3889e-06,2.494e-12,1.2074e-06,0.00013009,1.6519e-09,8.3396e-12,8.9182e-13,1.9608e-08,4.3666e-08,6.4478e-14,7.7256e-07,8.7694e-07,1.8497e-09,0.041892,3.494e-05,0.59967,1.9327e-12,1.4735e-12,9.9562e-10,4.4333e-07,1.8684e-16,3.0546e-06,4.4947e-08,2.9074e-14,9.1995e-13,1,472.11,2.768e-09,3.2346e-05,5.2491e-07,1.2325e-05,1.6077e-09,1.4065e-05,0.31066,0,9.3222e-09,0.00013876,4.0396e-05,5.5819e-09,1.5507e-10,3.5034e-05,1.4191e-16,1.4457e-05,4.3889e-06,2.494e-12,1.2074e-06,0.00013009,1.6519e-09,8.3396e-12,8.9182e-13,1.9608e-08,4.3666e-08,6.4478e-14,7.7256e-07,8.7694e-07,1.8497e-09,0.041892,3.494e-05,0.59967,1.9327e-12,1.4735e-12,9.9562e-10,4.4333e-07,1.8684e-16,3.0546e-06,4.4947e-08,2.9074e-14,9.1995e-13,0,0.95269,0.95269,0.00022831,9.455e-08,0.99977,0.99797,1,0,1,0,0,7.4148e-11,0,1.9772e-05,-573.33,3.3391e-05,1,-509.14,0,0,1.9262e-05,9.455e-08,0,0,0,4.9818,1.8805e+06,0,0.11365,1.3402,0,1.1119,0.014585,0,0.30814,1,0.0061,0,0.0061,0.005
1e+05,0,0.1319,2.7904,5.671e-09,4.8784e-05,8.6448e-07,1.633e-05,1.1148e-08,1.8721e-05,0.2055,0,2.5632e-08,0.00021938,5.2579e-05,1.9986e-09,1.3191e-11,5.3982e-05,2.3675e-16,1.7128e-05,5.8252e-06,3.2704e-12,2.1673e-06,0.00018324,2.0858e-09,6.8162e-12,1.6839e-12,2.2322e-08,5.5785e-08,3.9115e-14,1.488e-06,7.7786e-07,3.4625e-09,0.021076,5.2421e-05,0.72958,6.6304e-12,3.4856e-12,5.6278e-10,7.132e-07,3.2975e-16,4.4238e-06,2.6618e-08,1.3558e-13,2.9364e-12,1,708.71,5.671e-09,4.8784e-05,8.6448e-07,1.633e-05,1.1148e-08,1.8721e-05,0.2055,0,2.5632e-08,0.00021938,5.2579e-05,1.9986e-09,1.3191e-11,5.3982e-05,2.3675e-16,1.7128e-05,5.8252e-06,3.2704e-12,2.1673e-06,0.00018324,2.0858e-09,6.8162e-12,1.6839e-12,2.2322e-08,5.5785e-08,3.9115e-14,1.488e-06,7.7786e-07,3.4625e-09,0.021076,5.2421e-05,0.72958,6.6304e-12,3.4856e-12,5.6278e-10,7.132e-07,3.2975e-16,4.4238e-06,2.6618e-08,1.3558e-13,2.9364e-12,0,0.95683,0.95683,3.658e-11,9.571e-08,1,1,1.2222,0,1,0,0,1.1807e-09,0,2.249e-06,-294.25,0.0020756,1,4601.5,0,0,2.8838e-05,9.571e-08,0,0,0,3.5248,8.21e+06,0,0.32965,0.74601,0,0.74604,0,0,0.20447,1,0.0062,0,0.0062,0.005
1e+05,0,0.30512,3.8894,8.0534e-09,6.0214e-05,1.1211e-06,1.851e-05,7.6341e-08,2.0532e-05,0.13316,0,9.8302e-08,0.00027893,6.0423e-05,8.4461e-10,8.2039e-15,6.7442e-05,4.2134e-16,1.8563e-05,6.7871e-06,8.0782e-11,2.9119e-06,0.00021727,2.1593e-09,1.8824e-11,2.2153e-12,2.227e-08,6.3437e-08,2.3267e-14,1.9354e-06,6.0606e-07,4.9334e-09,0.014137,6.5406e-05,0.8152,1.1694e-11,3.6206e-11,5.6794e-10,9.1056e-07,3.754e-14,5.4796e-06,2.1749e-08,1.0005e-12,9.6672e-12,1,886.33,8.0534e-09,6.0214e-05,1.1211e-06,1.851e-05,7.6341e-08,2.0532e-05,0.13316,0,9.8302e-08,0.00027893,6.0423e-05,8.4461e-10,8.2039e-15,6.7442e-05,4.2134e-16,1.8563e-05,6.7871e-06,8.0782e-11,2.9119e-06,0.00021727,2.1593e-09,1.8824e-11,2.2153e-12,2.227e-08,6.3437e-08,2.3267e-14,1.9354e-06,6.0606e-07,4.9334e-09,0.014137,6.5406e-05,0.8152,1.1694e-11,3.6206e-11,5.6794e-10,9.1056e-07,3.754e-14,5.4796e-06,2.1749e-08,1.0005e-12,9.6672e-12,0,0.96333,0.96333,7.4649e-11,8.1847e-08,1,1,1.25,0,1,0,0,9.7423e-10,0,-2.3272e-06,5.0339,0.03836,1,446.94,0,0,3.5656e-05,8.1847e-08,0,0,0,3.9154,8.21e+06,0,0.21168,0.59623,0,0.59625,0,0,0.1317,1,0.0063,0,0.0063,0.005
1.0001e+05,0,0.41943,4.5502,9.9215e-09,7.0504e-05,1.3825e-06,1.9839e-05,2.3044e-07,2.2818e-05,0.083776,0,3.057e-07,0.00033773,6.396e-05,7.8198e-10,1.1387e-17,7.8717e-05,1.0326e-15,1.9354e-05,7.5811e-06,2.2667e-09,3.6682e-06,0.00024666,2.1284e-09,1.4502e-10,2.75e-12,2.1415e-08,6.9411e-08,1.2715e-14,2.1695e-06,4.0135e-07,6.4585e-09,0.01017,7.6533e-05,0.87579,1.719e-11,1.1949e-09,2.0206e-09,1.1048e-06,1.6299e-12,6.4995e-06,2.0838e-08,8.5248e-11,4.5541e-10,1,1017.8,9.9215e-09,7.0504e-05,1.3825e-06,1.9839e-05,2.3044e-07,2.2818e-05,0.083776,0,3.057e-07,0.00033773,6.396e-05,7.8198e-10,1.1387e-17,7.8717e-05,1.0326e-15,1.9354e-05,7.5811e-06,2.2667e-09,3.6682e-06,0.00024666,2.1284e-09,1.4502e-10,2.75e-12,2.1415e-08,6.9411e-08,1.2715e-14,2.1695e-06,4.0135e-07,6.4585e-09,0.01017,7.6533e-05,0.87579,1.719e-11,1.1949e-09,2.0206e-09,1.1048e-06,1.6299e-12,6.4995e-06,2.0838e-08,8.5248e-11,4.5541e-10,0,0.9707,0.9707,1.9733e-11,5.5153e-08,1,1,0.4,0,1,0,0,9.5789e-08,0,-2.7835e-06,133.45,0.24383,1,0.061146,0,0,4.0582e-05,5.5153e-08,0,0,0,5.2413,8.21e+06,0,0.23141,0.51954,0,0.51956,0,0,0.082259,1,0.0064,0,0.0064,0.005
1.0001e+05,0,0.4595,4.7657,1.0717e-08,7.5086e-05,1.5011e-06,2.0295e-05,3.5191e-07,2.5009e-05,0.066174,0,4.9191e-07,0.00036523,6.3647e-05,8.6371e-10,3.8981e-18,8.3259e-05,1.6563e-15,1.9613e-05,7.8834e-06,5.0406e-09,3.9782e-06,0.00026006,2.0958e-09,2.7538e-10,3.0362e-12,2.089e-08,7.2114e-08,1.0911e-14,2.2291e-06,3.0958e-07,7.2649e-09,0.0086992,8.0647e-05,0.89826,2.0052e-11,4.1985e-09,5.0292e-09,1.1968e-06,4.1835e-12,6.9831e-06,2.1297e-08,3.4113e-10,1.8558e-09,0.99998,1065.3,1.0717e-08,7.5086e-05,1.5011e-06,2.0295e-05,3.5191e-07,2.5009e-05,0.066174,0,4.9191e-07,0.00036523,6.3647e-05,8.6371e-10,3.8981e-18,8.3259e-05,1.6563e-15,1.9613e-05,7.8834e-06,5.0406e-09,3.9782e-06,0.00026006,2.0958e-09,2.7538e-10,3.0362e-12,2.089e-08,7.2114e-08,1.0911e-14,2.2291e-06,3.0958e-07,7.2649e-09,0.0086992,8.0647e-05,0.89826,2.0052e-11,4.1985e-09,5.0292e-09,1.1968e-06,4.1835e-12,6.9831e-06,2.1297e-08,3.4113e-10,1.8558e-09,0,0.97415,0.97415,7.6104e-12,4.1478e-08,1,1,0,0,1,0,0,3.2586e-07,0,-3.0312e-06,131.6,0.47376,1,0.0024686,0,0,4.2369e-05,4.1478e-08,0,0,0,5.805,8.21e+06,0,0.24448,0.49592,0,0.49594,0,0,0.06474,1,0.0065,0,0.0065,0.005
1.0001e+05,0,0.48547,5.0716,1.2581e-08,8.4193e-05,1.7258e-06,2.1093e-05,9.2886e-07,3.2917e-05,0.037267,0,1.4189e-06,0.00041879,5.7903e-05,1.4485e-09,2.0955e-18,9.1797e-05,4.485e-15,2.011e-05,8.3633e-06,1.5636e-08,4.2469e-06,0.00029007,1.9999e-09,7.788e-10,3.7542e-12,1.9598e-08,7.9819e-08,1.7866e-14,2.2515e-06,1.5202e-07,9.6404e-09,0.0060619,8.6363e-05,0.93725,2.7478e-11,3.1423e-08,2.6646e-08,1.3833e-06,1.673e-11,8.128e-06,2.45e-08,2.9206e-09,1.5367e-08,0.99953,1140.4,1.2581e-08,8.4193e-05,1.7258e-06,2.1093e-05,9.2886e-07,3.2917e-05,0.037267,0,1.4189e-06,0.00041879,5.7903e-05,1.4485e-09,2.0955e-18,9.1797e-05,4.485e-15,2.011e-05,8.3633e-06,1.5636e-08,4.2469e-06,0.00029007,1.9999e-09,7.788e-10,3.7542e-12,1.9598e-08,7.9819e-08,1.7866e-14,2.2515e-06,1.5202e-07,9.6404e-09,0.0060619,8.6363e-05,0.93725,2.7478e-11,3.1423e-08,2.6646e-08,1.3833e-06,1.673e-11,8.128e-06,2.45e-08,2.9206e-09,1.5367e-08,0,0.98171,0.98171,3.2923e-13,1.4019e-08,1,1,0,0,1,0,0,1.7415e-06,0,-2.0757e-06,89.414,1.4202,1,0,0,0,4.5278e-05,1.4019e-08,0,0,0,7.9744,8.21e+06,0,0.14627,0.46321,0,0.46322,0,0,0.036194,1,0.0066,0,0.0066,0.005
1.0001e+05,0,0.49613,5.2009,1.4409e-08,8.6616e-05,1.7735e-06,2.1646e-05,1.8867e-06,3.8082e-05,0.022537,0,2.7733e-06,0.00042576,5.1775e-05,2.4869e-09,2.5905e-18,9.4926e-05,7.7851e-15,2.0611e-05,8.4669e-06,2.2641e-08,3.8476e-06,0.00030379,1.9034e-09,1.2836e-09,4.0953e-12,1.8471e-08,8.7999e-08,3.3636e-14,2.2377e-06,9.2107e-08,1.2015e-08,0.0044946,8.5848e-05,0.95838,3.2987e-11,8.6378e-08,5.6334e-08,1.3938e-06,2.7481e-11,8.7565e-06,2.8113e-08,8.8961e-09,4.3523e-08,0.99908,1172.9,1.4409e-08,8.6616e-05,1.7735e-06,2.1646e-05,1.8867e-06,3.8082e-05,0.022537,0,2.7733e-06,0.00042576,5.1775e-05,2.4869e-09,2.5905e-18,9.4926e-05,7.7851e-15,2.0611e-05,8.4669e-06,2.2641e-08,3.8476e-06,0.00030379,1.9034e-09,1.2836e-09,4.0953e-12,1.8471e-08,8.7999e-08,3.3636e-14,2.2377e-06,9.2107e-08,1.2015e-08,0.0044946,8.5848e-05,0.95838,3.2987e-11,8.6378e-08,5.6334e-08,1.3938e-06,2.7481e-11,8.7565e-06,2.8113e-08,8.8961e-09,4.3523e-08,0,0.98658,0.98658,4.0656e-15,5.9314e-09,1,1,0,0,1,0,0,3.2912e-06,0,-1.9174e-06,47.172,2.1747,1,0,0,0,4.6634e-05,5.9314e-09,0,0,0,9.3524,8.21e+06,0,0.10077,0.45039,0,0.4504,0,0,0.021783,1,0.0067,0,0.0067,0.005
